date,pnl
2025-10-10,58.964000000001136
2025-10-11,57.71500000000259
2025-10-12,14.693999999998084
2025-10-13,150.5770000000038
2025-10-14,-174.69400000000093
2025-10-15,5.857999999999777
2025-10-16,120.83899999999886
2025-10-17,44.690999999999406
2025-10-18,74.59999999999496
2025-10-19,34.987999999997044
2025-10-20,59.4249999999937
2025-10-21,-0.14200000000244017
2025-10-22,-19.970999999997332
2025-10-23,4.799999999996771
2025-10-24,112.19999999999771
2025-10-26,26.991999999999052
2025-10-27,87.8000000000003
2025-10-28,110.79799999999466
2025-10-29,-10.375999999998555
2025-10-30,-127.05899999999986
2025-10-31,108.80000000000024
2025-11-01,51.19999999999834
2025-11-02,-50.29999999999859
2025-11-03,20.130000000005168
2025-11-04,93.23100000000352
2025-11-05,5.639999999998793
2025-11-06,-93.04000000000173
2025-11-07,-7.373000000001184
2025-11-08,46.8999999999977
2025-11-09,54.20000000000073
2025-11-10,133.42700000000207
2025-11-11,16.46299999999968
2025-11-12,-14.39999999999884
